,acc,assay_type,center_name,consent,experiment,sample_name,instrument,librarylayout,libraryselection,librarysource,platform,sample_acc,biosample,organism,sra_study,releasedate,bioproject,mbytes,loaddate,avgspotlen,mbases,insertsize,library_name,collection_date_sam,geo_loc_name_country_calc,geo_loc_name_country_continent_calc,geo_loc_name_sam
1908,SRR11125864,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7762152,Fe7/29796,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497598,SAMN11097988,pig gut metagenome,SRP188615,2020-02-20 00:00:00+00:00,PRJNA526405,376,,302,1300,,plate_3_G6,2/7/17,Australia,Oceania,['Australia: NSW']
1909,SRR11126017,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7762574,Ja31/29693,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497600,SAMN11097807,pig gut metagenome,SRP188615,2020-02-20 00:00:00+00:00,PRJNA526405,388,,302,1322,,plate_7_D12,1/31/17,Australia,Oceania,['Australia: NSW']
1910,SRR8960125,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX5739914,Fe21/14274,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497562,SAMN11098232,pig gut metagenome,SRP188615,2019-04-26 00:00:00+00:00,PRJNA526405,5728,,302,16100,,plate_1_G12,2/21/17,Australia,Oceania,['Australia: NSW']
1911,SRR8960675,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX5740036,Ma3/29875,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4498246,SAMN11098385,pig gut metagenome,SRP188615,2019-04-26 00:00:00+00:00,PRJNA526405,1457,,302,4772,,plate_4_H3,3/3/17,Australia,Oceania,['Australia: NSW']
1912,ERR1135254,WGS,BEIJING GENOME INSTITUTE,public,ERX1214433,SAMEA3663081,Illumina HiSeq 2000,PAIRED,other,METAGENOMIC,ILLUMINA,ERS970230,SAMEA3663081,pig gut metagenome,ERP013165,2016-01-12 00:00:00+00:00,PRJEB11755,3582,,181,4973,,120329,,France,Europe,[]
1913,SRR8960704,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX5740007,Ma8/14183,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497776,SAMN11098458,pig gut metagenome,SRP188615,2019-04-26 00:00:00+00:00,PRJNA526405,2080,,302,6528,,plate_10_A5,3/8/17,Australia,Oceania,['Australia: NSW']
1914,ERR3211856,WGS,"CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS",public,ERX3239383,SAMEA5414501,Illumina HiSeq 4000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,ERS3219803,SAMEA5414501,pig gut metagenome,ERP114226,2019-03-21 00:00:00+00:00,PRJEB31650,1787,,302,3816,,unspecified,4/11/16,Denmark,Europe,[]
1915,ERR1135276,WGS,BEIJING GENOME INSTITUTE,public,ERX1214455,SAMEA3663103,Illumina HiSeq 2000,PAIRED,other,METAGENOMIC,ILLUMINA,ERS970252,SAMEA3663103,pig gut metagenome,ERP013165,2016-01-12 00:00:00+00:00,PRJEB11755,4839,,188,6780,,120330,,France,Europe,[]
1916,SRR11125642,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7762374,Fe16/29792,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497671,SAMN11098159,pig gut metagenome,SRP188615,2020-02-20 00:00:00+00:00,PRJNA526405,393,,302,1328,,plate_10_B5,2/16/17,Australia,Oceania,['Australia: NSW']
1917,SRR11184029,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7804549,Fe3/14184,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497957,SAMN11097834,pig gut metagenome,SRP188615,2020-02-26 00:00:00+00:00,PRJNA526405,479,,302,1614,,plate_6_G5,2/3/17,Australia,Oceania,['Australia: NSW']
1918,SRR14369144,WGS,AGRICULTURE AND AGRI-FOOD CANADA,public,SRX10721831,H1P003W21FD035,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS8812229,SAMN17899609,pig gut metagenome,SRP262165,2021-05-06 00:00:00+00:00,PRJNA629856,2378,,502,7565,,H1P003W21FD035,,Canada,North America,['Canada:Lacombe']
1919,SRR8960187,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX5739852,Fe14/29949,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4498176,SAMN11098149,pig gut metagenome,SRP188615,2019-04-26 00:00:00+00:00,PRJNA526405,1671,,302,5174,,plate_1_F5,2/14/17,Australia,Oceania,['Australia: NSW']
1920,SRR11125865,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7762151,Fe7/29949,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497597,SAMN11097987,pig gut metagenome,SRP188615,2020-02-20 00:00:00+00:00,PRJNA526405,341,,302,1164,,plate_4_D5,2/7/17,Australia,Oceania,['Australia: NSW']
1921,SRR10209666,WGS,NMBU,public,SRX6929526,067_colon947,Illumina HiSeq 4000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS5459382,SAMN12867423,pig gut metagenome,SRP223822,2020-09-30 00:00:00+00:00,PRJNA574295,2360,,302,5817,,08_0M_947,6/27/17,Norway,Europe,['Norway: As']
1922,SRR11125248,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7762059,Ja31/14274.2,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4498279,SAMN11097820,pig gut metagenome,SRP188615,2020-02-20 00:00:00+00:00,PRJNA526405,330,,302,1156,,plate_8_E10,1/31/17,Australia,Oceania,['Australia: NSW']
1923,SRR11723732,WGS,SEOUL NATIONAL UNIV.,public,SRX8283026,1908_90_7,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS6606710,SAMN14846990,pig gut metagenome,SRP260376,2020-05-07 00:00:00+00:00,PRJNA630862,1637,,202,4913,,dd_b90_27,3/12/19,South Korea,Asia,['South Korea']
1924,ERR1135471,WGS,BEIJING GENOME INSTITUTE,public,ERX1214650,SAMEA3663298,Illumina HiSeq 2000,PAIRED,other,METAGENOMIC,ILLUMINA,ERS970447,SAMEA3663298,pig gut metagenome,ERP013165,2016-01-12 00:00:00+00:00,PRJEB11755,4706,,192,6487,,130420,,China,Asia,[]
1925,SRR11183961,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7804138,Fe3/29931,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4498227,SAMN11097867,pig gut metagenome,SRP188615,2020-02-26 00:00:00+00:00,PRJNA526405,366,,302,1244,,plate_3_F11,2/3/17,Australia,Oceania,['Australia: NSW']
1926,SRR8960141,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX5739898,Ma8/14260,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497536,SAMN11098465,pig gut metagenome,SRP188615,2019-04-26 00:00:00+00:00,PRJNA526405,1003,,302,3216,,plate_9_D9,3/8/17,Australia,Oceania,['Australia: NSW']
1927,SRR14369273,WGS,AGRICULTURE AND AGRI-FOOD CANADA,public,SRX10721702,H1P516W21FD035,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS8812100,SAMN17899724,pig gut metagenome,SRP262165,2021-05-06 00:00:00+00:00,PRJNA629856,2861,,502,9134,,H1P516W21FD035,,Canada,North America,['Canada:Lacombe']
1928,SRR14369221,WGS,AGRICULTURE AND AGRI-FOOD CANADA,public,SRX10721754,H1P910W28FD035,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS8812152,SAMN17899771,pig gut metagenome,SRP262165,2021-05-06 00:00:00+00:00,PRJNA629856,2401,,502,7787,,H1P910W28FD035,,Canada,North America,['Canada:Lacombe']
1929,SRR11125421,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7761886,Fe10/14159,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497929,SAMN11098010,pig gut metagenome,SRP188615,2020-02-20 00:00:00+00:00,PRJNA526405,316,,302,1105,,plate_8_B7,2/10/17,Australia,Oceania,['Australia: NSW']
1930,SRR8960304,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX5739735,Ma10/14263,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497787,SAMN11098489,pig gut metagenome,SRP188615,2019-04-26 00:00:00+00:00,PRJNA526405,1347,,302,4379,,plate_9_E6,3/10/17,Australia,Oceania,['Australia: NSW']
1931,SRR8960397,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX5739642,Fe3/29654,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497958,SAMN11097833,pig gut metagenome,SRP188615,2019-04-26 00:00:00+00:00,PRJNA526405,1648,,302,5371,,plate_4_F2,2/3/17,Australia,Oceania,['Australia: NSW']
1932,SRR11183791,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7804308,Ma10/14274,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497553,SAMN11098487,pig gut metagenome,SRP188615,2020-02-26 00:00:00+00:00,PRJNA526405,348,,302,1161,,plate_10_D5,3/10/17,Australia,Oceania,['Australia: NSW']
1933,ERR1135226,WGS,BEIJING GENOME INSTITUTE,public,ERX1214405,SAMEA3663053,Illumina HiSeq 2000,PAIRED,other,METAGENOMIC,ILLUMINA,ERS970202,SAMEA3663053,pig gut metagenome,ERP013165,2016-01-12 00:00:00+00:00,PRJEB11755,4449,,185,6000,,120401,,France,Europe,[]
1934,SRR11125873,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7762718,Fe21/14308,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497809,SAMN11098225,pig gut metagenome,SRP188615,2020-02-20 00:00:00+00:00,PRJNA526405,340,,302,1166,,plate_3_F6,2/21/17,Australia,Oceania,['Australia: NSW']
1935,ERR1135294,WGS,BEIJING GENOME INSTITUTE,public,ERX1214473,SAMEA3663121,Illumina HiSeq 2000,PAIRED,other,METAGENOMIC,ILLUMINA,ERS970270,SAMEA3663121,pig gut metagenome,ERP013165,2016-01-12 00:00:00+00:00,PRJEB11755,6016,,181,7753,,120518,,Denmark,Europe,[]
1936,ERR3211888,WGS,"CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS",public,ERX3239415,SAMEA5414533,Illumina HiSeq 4000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,ERS3219835,SAMEA5414533,pig gut metagenome,ERP114226,2019-03-21 00:00:00+00:00,PRJEB31650,2037,,302,4122,,unspecified,9/12/16,Denmark,Europe,[]
1937,SRR11126411,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7762852,Fe1/14192,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4498271,SAMN11097827,pig gut metagenome,SRP188615,2020-02-20 00:00:00+00:00,PRJNA526405,474,,302,1501,,plate_5_G12,2/1/17,Australia,Oceania,['Australia: NSW']
1938,SRR16235688,WGS,CHULALONGKORN UNIVERSITY,public,SRX12515562,NGS_CU_B_H12_T3,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS10477309,SAMN22074002,pig gut metagenome,SRP340410,2022-07-19 00:00:00+00:00,PRJNA769425,3295,,300,10657,,NGS_CU_B_H12_T3,5/9/19,Thailand,Asia,['Thailand']
1939,ERR1135434,WGS,BEIJING GENOME INSTITUTE,public,ERX1214613,SAMEA3663261,Illumina HiSeq 2000,PAIRED,other,METAGENOMIC,ILLUMINA,ERS970410,SAMEA3663261,pig gut metagenome,ERP013165,2016-01-12 00:00:00+00:00,PRJEB11755,1566,,193,2055,,130413,,China,Asia,[]
1940,ERR1135336,WGS,BEIJING GENOME INSTITUTE,public,ERX1214515,SAMEA3663163,Illumina HiSeq 2000,PAIRED,other,METAGENOMIC,ILLUMINA,ERS970312,SAMEA3663163,pig gut metagenome,ERP013165,2016-01-12 00:00:00+00:00,PRJEB11755,5257,,187,6891,,120521,,Denmark,Europe,[]
1941,ERR1135397,WGS,BEIJING GENOME INSTITUTE,public,ERX1214576,SAMEA3663224,Illumina HiSeq 2000,PAIRED,other,METAGENOMIC,ILLUMINA,ERS970373,SAMEA3663224,pig gut metagenome,ERP013165,2016-01-12 00:00:00+00:00,PRJEB11755,3874,,194,5098,,130420,,China,Asia,[]
1942,SRR11125335,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7761972,Fe24/29666,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497704,SAMN11098261,pig gut metagenome,SRP188615,2020-02-20 00:00:00+00:00,PRJNA526405,432,,302,1524,,plate_6_B8,2/24/17,Australia,Oceania,['Australia: NSW']
1943,SRR8960390,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX5739649,Ja30/317019,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4498030,SAMN11098503,pig gut metagenome,SRP188615,2019-04-26 00:00:00+00:00,PRJNA526405,1681,,302,5447,,plate_10_E2,1/30/17,Australia,Oceania,['Australia: NSW']
1944,SRR11125892,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7762699,Fe21/14295,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4498309,SAMN11098208,pig gut metagenome,SRP188615,2020-02-20 00:00:00+00:00,PRJNA526405,784,,302,2214,,plate_1_H9,2/21/17,Australia,Oceania,['Australia: NSW']
1945,SRR11183696,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7804403,Fe7/29777,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4498349,SAMN11097989,pig gut metagenome,SRP188615,2020-02-26 00:00:00+00:00,PRJNA526405,446,,302,1513,,plate_3_E2,2/7/17,Australia,Oceania,['Australia: NSW']
1946,ERR3211955,WGS,"CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS",public,ERX3239482,SAMEA5414600,Illumina HiSeq 4000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,ERS3219902,SAMEA5414600,pig gut metagenome,ERP114226,2019-03-21 00:00:00+00:00,PRJEB31650,2040,,302,4371,,unspecified,4/11/16,Denmark,Europe,[]
1947,SRR8960093,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX5739946,Fe14/29679,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497693,SAMN11098125,pig gut metagenome,SRP188615,2019-04-26 00:00:00+00:00,PRJNA526405,2654,,302,8324,,plate_1_D9,2/14/17,Australia,Oceania,['Australia: NSW']
1948,SRR11126358,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7762905,Fe3/14261,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497617,SAMN11097874,pig gut metagenome,SRP188615,2020-02-20 00:00:00+00:00,PRJNA526405,390,,302,1279,,plate_3_H10,2/3/17,Australia,Oceania,['Australia: NSW']
1949,SRR18048907,WGS,ANHUI SCIENCE AND TECHNOLOGY UNIVERSITY,public,SRX14201175,Control4,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS12021754,SAMN25980735,pig gut metagenome,SRP360093,2022-02-18 00:00:00+00:00,PRJNA807368,3383,,300,11016,,Control4,12/10/21,China,Asia,['China: Bengbu']
1950,SRR8655115,WGS,CHENGDU INSTITUTE OF BIOLOGY,public,SRX5452830,ST2,Illumina HiSeq 4000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4428726,SAMN11039337,pig gut metagenome,SRP187288,2019-03-02 00:00:00+00:00,PRJNA524980,4100,,302,13719,,ST2,12/18/17,China,Asia,['China:chengdu']
1951,SRR10209686,WGS,NMBU,public,SRX6929506,050_colon981,Illumina HiSeq 4000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS5459363,SAMN12867406,pig gut metagenome,SRP223822,2020-09-30 00:00:00+00:00,PRJNA574295,2403,,302,5938,,02_0M_981,6/27/17,Norway,Europe,['Norway: As']
1952,ERR3212029,WGS,"CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS",public,ERX3239556,SAMEA5414675,NextSeq 500,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,ERS3219976,SAMEA5414675,pig gut metagenome,ERP114226,2019-03-21 00:00:00+00:00,PRJEB31650,1128,,294,2603,,unspecified,9/12/16,Denmark,Europe,[]
1953,SRR8655117,WGS,CHENGDU INSTITUTE OF BIOLOGY,public,SRX5452828,HHb2,Illumina HiSeq 4000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4428723,SAMN11039343,pig gut metagenome,SRP187288,2019-03-02 00:00:00+00:00,PRJNA524980,4426,,302,14873,,HHb2,2/2/18,China,Asia,['China:chengdu']
1954,ERR3211885,WGS,"CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS",public,ERX3239412,SAMEA5414530,Illumina HiSeq 4000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,ERS3219832,SAMEA5414530,pig gut metagenome,ERP114226,2019-03-21 00:00:00+00:00,PRJEB31650,1897,,302,4052,,unspecified,9/12/16,Denmark,Europe,[]
1955,SRR12795784,WGS,UNIVERSITY OF COPENHAGEN,public,SRX9264795,pig_colon_419,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS7494372,SAMN16396822,pig gut metagenome,SRP286761,2021-10-01 00:00:00+00:00,PRJNA668104,2244,,302,7041,,17119-05-20-243200063,9/7/18,Denmark,Europe,['Denmark:Copenhagen']
1956,SRR11125505,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7761802,Fe7/14193,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4498368,SAMN11097935,pig gut metagenome,SRP188615,2020-02-20 00:00:00+00:00,PRJNA526405,496,,302,1584,,plate_3_C8,2/7/17,Australia,Oceania,['Australia: NSW']
1957,SRR11183689,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7804410,Fe7/14260,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4498343,SAMN11097996,pig gut metagenome,SRP188615,2020-02-26 00:00:00+00:00,PRJNA526405,296,,302,1003,,plate_8_H7,2/7/17,Australia,Oceania,['Australia: NSW']
1958,SRR11124762,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7761298,Fe21/29668,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4498204,SAMN11098244,pig gut metagenome,SRP188615,2020-02-20 00:00:00+00:00,PRJNA526405,347,,302,1179,,plate_4_D11,2/21/17,Australia,Oceania,['Australia: NSW']
1959,ERR3212024,WGS,"CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS",public,ERX3239551,SAMEA5414670,NextSeq 500,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,ERS3219971,SAMEA5414670,pig gut metagenome,ERP114226,2019-03-21 00:00:00+00:00,PRJEB31650,796,,295,1825,,unspecified,4/11/16,Denmark,Europe,[]
1960,ERR1135188,WGS,BEIJING GENOME INSTITUTE,public,ERX1214367,SAMEA3663015,Illumina HiSeq 2000,PAIRED,other,METAGENOMIC,ILLUMINA,ERS970164,SAMEA3663015,pig gut metagenome,ERP013165,2016-01-12 00:00:00+00:00,PRJEB11755,4126,,186,5769,,120330,,France,Europe,[]
1961,SRR8960477,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX5740234,Ma3/29961,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4498357,SAMN11098391,pig gut metagenome,SRP188615,2019-04-26 00:00:00+00:00,PRJNA526405,1901,,302,6116,,plate_5_D7,3/3/17,Australia,Oceania,['Australia: NSW']
1962,SRR11126343,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7762920,Ma3/29705,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497595,SAMN11098378,pig gut metagenome,SRP188615,2020-02-20 00:00:00+00:00,PRJNA526405,372,,302,1174,,plate_3_A6,3/3/17,Australia,Oceania,['Australia: NSW']
1963,ERR3211964,WGS,"CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS",public,ERX3239491,SAMEA5414609,Illumina HiSeq 4000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,ERS3219911,SAMEA5414609,pig gut metagenome,ERP114226,2019-03-21 00:00:00+00:00,PRJEB31650,1432,,302,3756,,unspecified,4/11/16,Denmark,Europe,[]
1964,ERR8314745,WGS,"CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS",public,ERX7882127,SAMEA12813975,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,ERS10420935,SAMEA12813975,pig gut metagenome,ERP135209,2022-04-08 00:00:00+00:00,PRJEB50613,2358,,302,8057,,unspecified,12/1/18,Denmark,Europe,[]
1965,SRR17241607,WGS,UNIVERSITY OF MINNESOTA,public,SRX13420653,NPB_F4_2_F6,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS11322179,SAMN24002001,pig gut metagenome,SRP350924,2022-08-11 00:00:00+00:00,PRJNA788462,5426,,302,18344,,NPB_F4_2_F6_S38,11/14/18,USA,North America,['USA:Minnesota']
1966,SRR14369136,WGS,AGRICULTURE AND AGRI-FOOD CANADA,public,SRX10721839,H1P409W14FD028,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS8812237,SAMN17899688,pig gut metagenome,SRP262165,2021-05-06 00:00:00+00:00,PRJNA629856,2621,,502,8312,,H1P409W14FD028,,Canada,North America,['Canada:Lacombe']
1967,ERR1135308,WGS,BEIJING GENOME INSTITUTE,public,ERX1214487,SAMEA3663135,Illumina HiSeq 2000,PAIRED,other,METAGENOMIC,ILLUMINA,ERS970284,SAMEA3663135,pig gut metagenome,ERP013165,2016-01-12 00:00:00+00:00,PRJEB11755,6843,,184,8589,,120521,,Denmark,Europe,[]
1968,ERR3211809,WGS,"CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS",public,ERX3239336,SAMEA5414454,Illumina HiSeq 4000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,ERS3219756,SAMEA5414454,pig gut metagenome,ERP114226,2019-03-21 00:00:00+00:00,PRJEB31650,2011,,302,4621,,unspecified,4/11/16,Denmark,Europe,[]
1969,ERR3211902,WGS,"CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS",public,ERX3239429,SAMEA5414547,Illumina HiSeq 4000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,ERS3219849,SAMEA5414547,pig gut metagenome,ERP114226,2019-03-21 00:00:00+00:00,PRJEB31650,2071,,302,4252,,unspecified,9/12/16,Denmark,Europe,[]
1970,ERR3211829,WGS,"CENTRE FOR GENOMIC EPIDEMIOLOGY, NATIONAL FOOD INS",public,ERX3239356,SAMEA5414474,Illumina HiSeq 4000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,ERS3219776,SAMEA5414474,pig gut metagenome,ERP114226,2019-03-21 00:00:00+00:00,PRJEB31650,2023,,302,4375,,unspecified,4/11/16,Denmark,Europe,[]
1971,SRR11183756,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7804343,Fe7/29943,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497679,SAMN11097965,pig gut metagenome,SRP188615,2020-02-26 00:00:00+00:00,PRJNA526405,452,,302,1525,,plate_3_C5,2/7/17,Australia,Oceania,['Australia: NSW']
1972,SRR11125405,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7761902,Fe10/14320,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497686,SAMN11098025,pig gut metagenome,SRP188615,2020-02-20 00:00:00+00:00,PRJNA526405,430,,302,1456,,plate_5_G7,2/10/17,Australia,Oceania,['Australia: NSW']
1973,SRR11125498,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7761809,Fe24/14263,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497779,SAMN11098287,pig gut metagenome,SRP188615,2020-02-20 00:00:00+00:00,PRJNA526405,402,,302,1424,,plate_5_A10,2/24/17,Australia,Oceania,['Australia: NSW']
1974,SRR11183374,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7804053,Ja31/14183,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4498103,SAMN11097723,pig gut metagenome,SRP188615,2020-02-26 00:00:00+00:00,PRJNA526405,366,,302,1236,,plate_7_F4,1/31/17,Australia,Oceania,['Australia: NSW']
1975,SRR18048903,WGS,ANHUI SCIENCE AND TECHNOLOGY UNIVERSITY,public,SRX14201179,Berberine2,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS12021758,SAMN25980739,pig gut metagenome,SRP360093,2022-02-18 00:00:00+00:00,PRJNA807368,3372,,300,10891,,Berberine2,12/10/21,China,Asia,['China: Bengbu']
1976,SRR11126420,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7762843,Fe14/14262,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497758,SAMN11098078,pig gut metagenome,SRP188615,2020-02-20 00:00:00+00:00,PRJNA526405,729,,302,2366,,plate_2_E5,2/14/17,Australia,Oceania,['Australia: NSW']
1977,SRR11185226,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7805741,Ma8/29951,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4497783,SAMN11098454,pig gut metagenome,SRP188615,2020-02-26 00:00:00+00:00,PRJNA526405,5278,,302,17561,,plate_10_H6,3/8/17,Australia,Oceania,['Australia: NSW']
1978,SRR11125534,WGS,UNIVERSITY OF TECHNOLOGY SYDNEY,public,SRX7761773,Ja30/316703,Illumina NovaSeq 6000,PAIRED,RANDOM,METAGENOMIC,ILLUMINA,SRS4498305,SAMN11098514,pig gut metagenome,SRP188615,2020-02-20 00:00:00+00:00,PRJNA526405,384,,302,1350,,plate_9_E2,1/30/17,Australia,Oceania,['Australia: NSW']
